type,indicator,classification,notes
domain,ntflx-acc.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,notification-ssl.click,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,notification-assurance.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netflixsecurite.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netflixrenouvellements.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netflixrappel.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netflixparty.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netflix-recup.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netflix-rappels.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netflix-moncompte-a-jour.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netflix-infosecure.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netflix-info-connect.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netflix-espace-facturation.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netflix-espace-client.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netflix-contact-client.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netflix-connexion.net,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netflix-authentifications.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netflix-auth.app,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netflix-assistance.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netflix-account-renewal.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netflix-abonnement.ml,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netfiix-verif.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netfiix-secure.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,monservice-vitale.info,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,monespaceclient-ameli.info,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,monespace-assistance.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,moncompte-carte-vital.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,moncolis-chrono.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,mon-sgparticulier.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,mon-compte-societegenerale.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,mon-certificat-air.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,mescomptes-accesconnect.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,membres-identifiant.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,mavital-cpam.site,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,macarte-sante.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ma-vignette-critairgouv.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ma-cpam.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ma-cartevitale-v3.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,m-certificat-air-gouv.org,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,la-poste-colsimo.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,israel-post-secure.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,infosms-ameli.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,infoslivraisoncvitale.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,infosecure-netflix.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,infos-vitalemacarte.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,informations-supports.info,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,infonetflix.org,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,infonetflix.net,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,info-securite-compte-amazone-portail.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,info-fr.click,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
